Valdistriktnamn;Parti;Röster
Uppsamlingsdistrikt;Moderaterna;1041
Uppsamlingsdistrikt;Arbetarepartiet-Socialdemokraterna;1653
Uppsamlingsdistrikt;Liberalerna (tidigare Folkpartiet);386
Uppsamlingsdistrikt;Centerpartiet;502
Uppsamlingsdistrikt;Vänsterpartiet;864
Uppsamlingsdistrikt;Miljöpartiet de gröna;568
Uppsamlingsdistrikt;Kristdemokraterna;261
Uppsamlingsdistrikt;Sverigedemokraterna;598
Uppsamlingsdistrikt;Enhet;1
Uppsamlingsdistrikt;Piratpartiet;15
Uppsamlingsdistrikt;Feministiskt initiativ;8
Uppsamlingsdistrikt;Klassiskt liberala partiet;2
Uppsamlingsdistrikt;Socialisterna-Välfärdspartiet;6
Uppsamlingsdistrikt;Landsbygdspartiet Oberoende;5
Uppsamlingsdistrikt;Direktdemokraterna;6
Uppsamlingsdistrikt;Medborgerlig Samling;22
Uppsamlingsdistrikt;Alternativ för Sverige;18
Uppsamlingsdistrikt;Partiet Vändpunkt;2
Uppsamlingsdistrikt;Partiet Nyans;73
Uppsamlingsdistrikt;Fritt val;1
Uppsamlingsdistrikt;Sverige ut ur EU/Frihetliga Rättvisepartiet (FRP);1
Uppsamlingsdistrikt;Knapptryckarna;6
Uppsamlingsdistrikt;Klimatalliansen;5
Uppsamlingsdistrikt;Kristna Värdepartiet;4
Uppsamlingsdistrikt;MoD;3
Uppsamlingsdistrikt;Kalle ankapartiet;1
Uppsamlingsdistrikt;SKP;3
Uppsamlingsdistrikt;Stram Kurs Sverige;1
Uppsamlingsdistrikt;övriga anmälda partier;0
Uppsamlingsdistrikt;Summa giltiga röster;6056
Uppsamlingsdistrikt;ej anmält deltagande;4
Uppsamlingsdistrikt;blanka röster;46
Uppsamlingsdistrikt;övriga ogiltiga;12
Uppsamlingsdistrikt;Valdeltagande;6118
Fjärdingen - Vasaparken;Moderaterna;249
Fjärdingen - Vasaparken;Arbetarepartiet-Socialdemokraterna;209
Fjärdingen - Vasaparken;Liberalerna (tidigare Folkpartiet);106
Fjärdingen - Vasaparken;Centerpartiet;83
Fjärdingen - Vasaparken;Vänsterpartiet;66
Fjärdingen - Vasaparken;Miljöpartiet de gröna;85
Fjärdingen - Vasaparken;Kristdemokraterna;54
Fjärdingen - Vasaparken;Sverigedemokraterna;87
Fjärdingen - Vasaparken;Enhet;1
Fjärdingen - Vasaparken;Piratpartiet;3
Fjärdingen - Vasaparken;Medborgerlig Samling;2
Fjärdingen - Vasaparken;Alternativ för Sverige;2
Fjärdingen - Vasaparken;Kristna Värdepartiet;1
Fjärdingen - Vasaparken;övriga anmälda partier;0
Fjärdingen - Vasaparken;Summa giltiga röster;948
Fjärdingen - Vasaparken;ej anmält deltagande;0
Fjärdingen - Vasaparken;blanka röster;3
Fjärdingen - Vasaparken;övriga ogiltiga;1
Fjärdingen - Vasaparken;Valdeltagande;952
Fjärdingen - Sankt Johannes;Moderaterna;177
Fjärdingen - Sankt Johannes;Arbetarepartiet-Socialdemokraterna;247
Fjärdingen - Sankt Johannes;Liberalerna (tidigare Folkpartiet);89
Fjärdingen - Sankt Johannes;Centerpartiet;114
Fjärdingen - Sankt Johannes;Vänsterpartiet;135
Fjärdingen - Sankt Johannes;Miljöpartiet de gröna;177
Fjärdingen - Sankt Johannes;Kristdemokraterna;29
Fjärdingen - Sankt Johannes;Sverigedemokraterna;54
Fjärdingen - Sankt Johannes;Piratpartiet;2
Fjärdingen - Sankt Johannes;Direktdemokraterna;2
Fjärdingen - Sankt Johannes;Medborgerlig Samling;5
Fjärdingen - Sankt Johannes;Alternativ för Sverige;1
Fjärdingen - Sankt Johannes;MoD;1
Fjärdingen - Sankt Johannes;SKP;1
Fjärdingen - Sankt Johannes;Det minst dåliga partiet;1
Fjärdingen - Sankt Johannes;övriga anmälda partier;0
Fjärdingen - Sankt Johannes;Summa giltiga röster;1035
Fjärdingen - Sankt Johannes;ej anmält deltagande;0
Fjärdingen - Sankt Johannes;blanka röster;3
Fjärdingen - Sankt Johannes;övriga ogiltiga;0
Fjärdingen - Sankt Johannes;Valdeltagande;1038
Fjärdingen - Odinslund;Moderaterna;179
Fjärdingen - Odinslund;Arbetarepartiet-Socialdemokraterna;193
Fjärdingen - Odinslund;Liberalerna (tidigare Folkpartiet);94
Fjärdingen - Odinslund;Centerpartiet;70
Fjärdingen - Odinslund;Vänsterpartiet;87
Fjärdingen - Odinslund;Miljöpartiet de gröna;131
Fjärdingen - Odinslund;Kristdemokraterna;34
Fjärdingen - Odinslund;Sverigedemokraterna;61
Fjärdingen - Odinslund;Piratpartiet;2
Fjärdingen - Odinslund;Medborgerlig Samling;3
Fjärdingen - Odinslund;Alternativ för Sverige;3
Fjärdingen - Odinslund;Partiet Vändpunkt;1
Fjärdingen - Odinslund;Kristna Värdepartiet;3
Fjärdingen - Odinslund;GRÖNA DEMOKRATER;1
Fjärdingen - Odinslund;övriga anmälda partier;0
Fjärdingen - Odinslund;Summa giltiga röster;862
Fjärdingen - Odinslund;ej anmält deltagande;1
Fjärdingen - Odinslund;blanka röster;1
Fjärdingen - Odinslund;övriga ogiltiga;0
Fjärdingen - Odinslund;Valdeltagande;864
Luthagen östra;Moderaterna;150
Luthagen östra;Arbetarepartiet-Socialdemokraterna;181
Luthagen östra;Liberalerna (tidigare Folkpartiet);83
Luthagen östra;Centerpartiet;95
Luthagen östra;Vänsterpartiet;95
Luthagen östra;Miljöpartiet de gröna;119
Luthagen östra;Kristdemokraterna;39
Luthagen östra;Sverigedemokraterna;66
Luthagen östra;Enhet;4
Luthagen östra;Feministiskt initiativ;1
Luthagen östra;Socialisterna-Välfärdspartiet;1
Luthagen östra;Direktdemokraterna;1
Luthagen östra;Alternativ för Sverige;3
Luthagen östra;Partiet Nyans;1
Luthagen östra;Knapptryckarna;1
Luthagen östra;Kristna Värdepartiet;1
Luthagen östra;övriga anmälda partier;0
Luthagen östra;Summa giltiga röster;841
Luthagen östra;ej anmält deltagande;0
Luthagen östra;blanka röster;7
Luthagen östra;övriga ogiltiga;1
Luthagen östra;Valdeltagande;849
Fjärdingen - Orphei drängars plats;Moderaterna;202
Fjärdingen - Orphei drängars plats;Arbetarepartiet-Socialdemokraterna;200
Fjärdingen - Orphei drängars plats;Liberalerna (tidigare Folkpartiet);80
Fjärdingen - Orphei drängars plats;Centerpartiet;83
Fjärdingen - Orphei drängars plats;Vänsterpartiet;52
Fjärdingen - Orphei drängars plats;Miljöpartiet de gröna;81
Fjärdingen - Orphei drängars plats;Kristdemokraterna;26
Fjärdingen - Orphei drängars plats;Sverigedemokraterna;95
Fjärdingen - Orphei drängars plats;Piratpartiet;1
Fjärdingen - Orphei drängars plats;Landsbygdspartiet Oberoende;1
Fjärdingen - Orphei drängars plats;Medborgerlig Samling;3
Fjärdingen - Orphei drängars plats;Alternativ för Sverige;4
Fjärdingen - Orphei drängars plats;övriga anmälda partier;0
Fjärdingen - Orphei drängars plats;Summa giltiga röster;828
Fjärdingen - Orphei drängars plats;ej anmält deltagande;0
Fjärdingen - Orphei drängars plats;blanka röster;0
Fjärdingen - Orphei drängars plats;övriga ogiltiga;0
Fjärdingen - Orphei drängars plats;Valdeltagande;828
Centrum-Linnéträdgården-Mikaelsplan;Moderaterna;223
Centrum-Linnéträdgården-Mikaelsplan;Arbetarepartiet-Socialdemokraterna;334
Centrum-Linnéträdgården-Mikaelsplan;Liberalerna (tidigare Folkpartiet);115
Centrum-Linnéträdgården-Mikaelsplan;Centerpartiet;87
Centrum-Linnéträdgården-Mikaelsplan;Vänsterpartiet;107
Centrum-Linnéträdgården-Mikaelsplan;Miljöpartiet de gröna;101
Centrum-Linnéträdgården-Mikaelsplan;Kristdemokraterna;58
Centrum-Linnéträdgården-Mikaelsplan;Sverigedemokraterna;132
Centrum-Linnéträdgården-Mikaelsplan;Piratpartiet;2
Centrum-Linnéträdgården-Mikaelsplan;Feministiskt initiativ;4
Centrum-Linnéträdgården-Mikaelsplan;Socialisterna-Välfärdspartiet;1
Centrum-Linnéträdgården-Mikaelsplan;Medborgerlig Samling;2
Centrum-Linnéträdgården-Mikaelsplan;Partiet Nyans;2
Centrum-Linnéträdgården-Mikaelsplan;Kristna Värdepartiet;3
Centrum-Linnéträdgården-Mikaelsplan;MoD;4
Centrum-Linnéträdgården-Mikaelsplan;övriga anmälda partier;0
Centrum-Linnéträdgården-Mikaelsplan;Summa giltiga röster;1175
Centrum-Linnéträdgården-Mikaelsplan;ej anmält deltagande;0
Centrum-Linnéträdgården-Mikaelsplan;blanka röster;12
Centrum-Linnéträdgården-Mikaelsplan;övriga ogiltiga;1
Centrum-Linnéträdgården-Mikaelsplan;Valdeltagande;1188
Centrum - Stora torget;Moderaterna;174
Centrum - Stora torget;Arbetarepartiet-Socialdemokraterna;176
Centrum - Stora torget;Liberalerna (tidigare Folkpartiet);43
Centrum - Stora torget;Centerpartiet;56
Centrum - Stora torget;Vänsterpartiet;70
Centrum - Stora torget;Miljöpartiet de gröna;49
Centrum - Stora torget;Kristdemokraterna;34
Centrum - Stora torget;Sverigedemokraterna;96
Centrum - Stora torget;Piratpartiet;3
Centrum - Stora torget;Nordiska motståndsrörelsen;1
Centrum - Stora torget;Alternativ för Sverige;3
Centrum - Stora torget;Basinkomstpartiet;1
Centrum - Stora torget;övriga anmälda partier;0
Centrum - Stora torget;Summa giltiga röster;706
Centrum - Stora torget;ej anmält deltagande;0
Centrum - Stora torget;blanka röster;7
Centrum - Stora torget;övriga ogiltiga;0
Centrum - Stora torget;Valdeltagande;713
Centrum södra;Moderaterna;174
Centrum södra;Arbetarepartiet-Socialdemokraterna;221
Centrum södra;Liberalerna (tidigare Folkpartiet);71
Centrum södra;Centerpartiet;69
Centrum södra;Vänsterpartiet;64
Centrum södra;Miljöpartiet de gröna;76
Centrum södra;Kristdemokraterna;53
Centrum södra;Sverigedemokraterna;105
Centrum södra;Piratpartiet;1
Centrum södra;Feministiskt initiativ;1
Centrum södra;Medborgerlig Samling;2
Centrum södra;Alternativ för Sverige;1
Centrum södra;Klimatalliansen;1
Centrum södra;Kristna Värdepartiet;1
Centrum södra;MoD;1
Centrum södra;övriga anmälda partier;0
Centrum södra;Summa giltiga röster;841
Centrum södra;ej anmält deltagande;0
Centrum södra;blanka röster;4
Centrum södra;övriga ogiltiga;1
Centrum södra;Valdeltagande;846
Centrum - Samariterhemmet;Moderaterna;161
Centrum - Samariterhemmet;Arbetarepartiet-Socialdemokraterna;278
Centrum - Samariterhemmet;Liberalerna (tidigare Folkpartiet);80
Centrum - Samariterhemmet;Centerpartiet;78
Centrum - Samariterhemmet;Vänsterpartiet;78
Centrum - Samariterhemmet;Miljöpartiet de gröna;81
Centrum - Samariterhemmet;Kristdemokraterna;59
Centrum - Samariterhemmet;Sverigedemokraterna;102
Centrum - Samariterhemmet;Piratpartiet;1
Centrum - Samariterhemmet;Socialisterna-Välfärdspartiet;1
Centrum - Samariterhemmet;Medborgerlig Samling;1
Centrum - Samariterhemmet;Alternativ för Sverige;2
Centrum - Samariterhemmet;Klimatalliansen;1
Centrum - Samariterhemmet;Kristna Värdepartiet;1
Centrum - Samariterhemmet;övriga anmälda partier;0
Centrum - Samariterhemmet;Summa giltiga röster;924
Centrum - Samariterhemmet;ej anmält deltagande;1
Centrum - Samariterhemmet;blanka röster;9
Centrum - Samariterhemmet;övriga ogiltiga;1
Centrum - Samariterhemmet;Valdeltagande;935
Höganäs västra;Moderaterna;206
Höganäs västra;Arbetarepartiet-Socialdemokraterna;278
Höganäs västra;Liberalerna (tidigare Folkpartiet);72
Höganäs västra;Centerpartiet;98
Höganäs västra;Vänsterpartiet;86
Höganäs västra;Miljöpartiet de gröna;116
Höganäs västra;Kristdemokraterna;51
Höganäs västra;Sverigedemokraterna;105
Höganäs västra;Socialisterna-Välfärdspartiet;2
Höganäs västra;Landsbygdspartiet Oberoende;1
Höganäs västra;Medborgerlig Samling;3
Höganäs västra;Alternativ för Sverige;4
Höganäs västra;Partiet Nyans;1
Höganäs västra;KSP;1
Höganäs västra;övriga anmälda partier;0
Höganäs västra;Summa giltiga röster;1024
Höganäs västra;ej anmält deltagande;0
Höganäs västra;blanka röster;10
Höganäs västra;övriga ogiltiga;1
Höganäs västra;Valdeltagande;1035
Centrum - Höganäs - Kvarnen;Moderaterna;196
Centrum - Höganäs - Kvarnen;Arbetarepartiet-Socialdemokraterna;300
Centrum - Höganäs - Kvarnen;Liberalerna (tidigare Folkpartiet);61
Centrum - Höganäs - Kvarnen;Centerpartiet;56
Centrum - Höganäs - Kvarnen;Vänsterpartiet;73
Centrum - Höganäs - Kvarnen;Miljöpartiet de gröna;69
Centrum - Höganäs - Kvarnen;Kristdemokraterna;38
Centrum - Höganäs - Kvarnen;Sverigedemokraterna;104
Centrum - Höganäs - Kvarnen;Nordiska motståndsrörelsen;1
Centrum - Höganäs - Kvarnen;Medborgerlig Samling;1
Centrum - Höganäs - Kvarnen;Alternativ för Sverige;3
Centrum - Höganäs - Kvarnen;Basinkomstpartiet;1
Centrum - Höganäs - Kvarnen;Kristna Värdepartiet;1
Centrum - Höganäs - Kvarnen;MoD;1
Centrum - Höganäs - Kvarnen;övriga anmälda partier;0
Centrum - Höganäs - Kvarnen;Summa giltiga röster;905
Centrum - Höganäs - Kvarnen;ej anmält deltagande;1
Centrum - Höganäs - Kvarnen;blanka röster;3
Centrum - Höganäs - Kvarnen;övriga ogiltiga;1
Centrum - Höganäs - Kvarnen;Valdeltagande;910
Fålhagen - Östra Station;Moderaterna;200
Fålhagen - Östra Station;Arbetarepartiet-Socialdemokraterna;261
Fålhagen - Östra Station;Liberalerna (tidigare Folkpartiet);99
Fålhagen - Östra Station;Centerpartiet;94
Fålhagen - Östra Station;Vänsterpartiet;86
Fålhagen - Östra Station;Miljöpartiet de gröna;118
Fålhagen - Östra Station;Kristdemokraterna;45
Fålhagen - Östra Station;Sverigedemokraterna;94
Fålhagen - Östra Station;Piratpartiet;2
Fålhagen - Östra Station;Medborgerlig Samling;4
Fålhagen - Östra Station;Alternativ för Sverige;4
Fålhagen - Östra Station;Partiet Nyans;4
Fålhagen - Östra Station;Knapptryckarna;2
Fålhagen - Östra Station;övriga anmälda partier;0
Fålhagen - Östra Station;Summa giltiga röster;1013
Fålhagen - Östra Station;ej anmält deltagande;0
Fålhagen - Östra Station;blanka röster;7
Fålhagen - Östra Station;övriga ogiltiga;1
Fålhagen - Östra Station;Valdeltagande;1021
Kungsängen centrala;Moderaterna;218
Kungsängen centrala;Arbetarepartiet-Socialdemokraterna;289
Kungsängen centrala;Liberalerna (tidigare Folkpartiet);83
Kungsängen centrala;Centerpartiet;67
Kungsängen centrala;Vänsterpartiet;51
Kungsängen centrala;Miljöpartiet de gröna;78
Kungsängen centrala;Kristdemokraterna;58
Kungsängen centrala;Sverigedemokraterna;80
Kungsängen centrala;Feministiskt initiativ;1
Kungsängen centrala;Direktdemokraterna;1
Kungsängen centrala;Medborgerlig Samling;4
Kungsängen centrala;Partiet Nyans;2
Kungsängen centrala;övriga anmälda partier;0
Kungsängen centrala;Summa giltiga röster;932
Kungsängen centrala;ej anmält deltagande;0
Kungsängen centrala;blanka röster;4
Kungsängen centrala;övriga ogiltiga;1
Kungsängen centrala;Valdeltagande;937
Kungsängen södra;Moderaterna;229
Kungsängen södra;Arbetarepartiet-Socialdemokraterna;346
Kungsängen södra;Liberalerna (tidigare Folkpartiet);60
Kungsängen södra;Centerpartiet;100
Kungsängen södra;Vänsterpartiet;120
Kungsängen södra;Miljöpartiet de gröna;90
Kungsängen södra;Kristdemokraterna;50
Kungsängen södra;Sverigedemokraterna;94
Kungsängen södra;Piratpartiet;1
Kungsängen södra;Feministiskt initiativ;1
Kungsängen södra;Medborgerlig Samling;4
Kungsängen södra;Alternativ för Sverige;1
Kungsängen södra;Partiet Nyans;1
Kungsängen södra;Klimatalliansen;1
Kungsängen södra;övriga anmälda partier;0
Kungsängen södra;Summa giltiga röster;1098
Kungsängen södra;ej anmält deltagande;0
Kungsängen södra;blanka röster;11
Kungsängen södra;övriga ogiltiga;2
Kungsängen södra;Valdeltagande;1111
Kungsängen - Hovstallängen;Moderaterna;217
Kungsängen - Hovstallängen;Arbetarepartiet-Socialdemokraterna;304
Kungsängen - Hovstallängen;Liberalerna (tidigare Folkpartiet);58
Kungsängen - Hovstallängen;Centerpartiet;101
Kungsängen - Hovstallängen;Vänsterpartiet;105
Kungsängen - Hovstallängen;Miljöpartiet de gröna;80
Kungsängen - Hovstallängen;Kristdemokraterna;34
Kungsängen - Hovstallängen;Sverigedemokraterna;83
Kungsängen - Hovstallängen;Piratpartiet;1
Kungsängen - Hovstallängen;Socialisterna-Välfärdspartiet;2
Kungsängen - Hovstallängen;Nordiska motståndsrörelsen;1
Kungsängen - Hovstallängen;Medborgerlig Samling;3
Kungsängen - Hovstallängen;Partiet Nyans;2
Kungsängen - Hovstallängen;Knapptryckarna;1
Kungsängen - Hovstallängen;övriga anmälda partier;0
Kungsängen - Hovstallängen;Summa giltiga röster;992
Kungsängen - Hovstallängen;ej anmält deltagande;0
Kungsängen - Hovstallängen;blanka röster;9
Kungsängen - Hovstallängen;övriga ogiltiga;2
Kungsängen - Hovstallängen;Valdeltagande;1003
Kungsängen västra;Moderaterna;346
Kungsängen västra;Arbetarepartiet-Socialdemokraterna;346
Kungsängen västra;Liberalerna (tidigare Folkpartiet);98
Kungsängen västra;Centerpartiet;109
Kungsängen västra;Vänsterpartiet;59
Kungsängen västra;Miljöpartiet de gröna;100
Kungsängen västra;Kristdemokraterna;57
Kungsängen västra;Sverigedemokraterna;120
Kungsängen västra;Piratpartiet;2
Kungsängen västra;Medborgerlig Samling;2
Kungsängen västra;Alternativ för Sverige;1
Kungsängen västra;Partiet Nyans;1
Kungsängen västra;SKP;1
Kungsängen västra;övriga anmälda partier;0
Kungsängen västra;Summa giltiga röster;1242
Kungsängen västra;ej anmält deltagande;0
Kungsängen västra;blanka röster;5
Kungsängen västra;övriga ogiltiga;0
Kungsängen västra;Valdeltagande;1247
Kungsängen nordöstra;Moderaterna;193
Kungsängen nordöstra;Arbetarepartiet-Socialdemokraterna;301
Kungsängen nordöstra;Liberalerna (tidigare Folkpartiet);66
Kungsängen nordöstra;Centerpartiet;97
Kungsängen nordöstra;Vänsterpartiet;148
Kungsängen nordöstra;Miljöpartiet de gröna;80
Kungsängen nordöstra;Kristdemokraterna;45
Kungsängen nordöstra;Sverigedemokraterna;112
Kungsängen nordöstra;Enhet;1
Kungsängen nordöstra;Piratpartiet;3
Kungsängen nordöstra;Feministiskt initiativ;2
Kungsängen nordöstra;Landsbygdspartiet Oberoende;1
Kungsängen nordöstra;Direktdemokraterna;1
Kungsängen nordöstra;Medborgerlig Samling;4
Kungsängen nordöstra;Partiet Nyans;2
Kungsängen nordöstra;Kristna Värdepartiet;1
Kungsängen nordöstra;MoD;1
Kungsängen nordöstra;Stram Kurs Sverige;1
Kungsängen nordöstra;övriga anmälda partier;0
Kungsängen nordöstra;Summa giltiga röster;1059
Kungsängen nordöstra;ej anmält deltagande;0
Kungsängen nordöstra;blanka röster;8
Kungsängen nordöstra;övriga ogiltiga;2
Kungsängen nordöstra;Valdeltagande;1069
Svartbäcken nedre;Moderaterna;197
Svartbäcken nedre;Arbetarepartiet-Socialdemokraterna;440
Svartbäcken nedre;Liberalerna (tidigare Folkpartiet);112
Svartbäcken nedre;Centerpartiet;83
Svartbäcken nedre;Vänsterpartiet;140
Svartbäcken nedre;Miljöpartiet de gröna;127
Svartbäcken nedre;Kristdemokraterna;44
Svartbäcken nedre;Sverigedemokraterna;139
Svartbäcken nedre;Feministiskt initiativ;1
Svartbäcken nedre;Socialisterna-Välfärdspartiet;6
Svartbäcken nedre;Medborgerlig Samling;3
Svartbäcken nedre;Alternativ för Sverige;1
Svartbäcken nedre;Partiet Vändpunkt;1
Svartbäcken nedre;Partiet Nyans;5
Svartbäcken nedre;Basinkomstpartiet;1
Svartbäcken nedre;Kristna Värdepartiet;2
Svartbäcken nedre;MoD;1
Svartbäcken nedre;övriga anmälda partier;0
Svartbäcken nedre;Summa giltiga röster;1303
Svartbäcken nedre;ej anmält deltagande;1
Svartbäcken nedre;blanka röster;10
Svartbäcken nedre;övriga ogiltiga;0
Svartbäcken nedre;Valdeltagande;1314
Svartbäcken - Fyrishov;Moderaterna;129
Svartbäcken - Fyrishov;Arbetarepartiet-Socialdemokraterna;295
Svartbäcken - Fyrishov;Liberalerna (tidigare Folkpartiet);42
Svartbäcken - Fyrishov;Centerpartiet;48
Svartbäcken - Fyrishov;Vänsterpartiet;114
Svartbäcken - Fyrishov;Miljöpartiet de gröna;94
Svartbäcken - Fyrishov;Kristdemokraterna;34
Svartbäcken - Fyrishov;Sverigedemokraterna;74
Svartbäcken - Fyrishov;Enhet;1
Svartbäcken - Fyrishov;Piratpartiet;1
Svartbäcken - Fyrishov;Socialisterna-Välfärdspartiet;1
Svartbäcken - Fyrishov;Medborgerlig Samling;2
Svartbäcken - Fyrishov;Alternativ för Sverige;2
Svartbäcken - Fyrishov;Kristna Värdepartiet;1
Svartbäcken - Fyrishov;SKP;1
Svartbäcken - Fyrishov;övriga anmälda partier;0
Svartbäcken - Fyrishov;Summa giltiga röster;839
Svartbäcken - Fyrishov;ej anmält deltagande;0
Svartbäcken - Fyrishov;blanka röster;5
Svartbäcken - Fyrishov;övriga ogiltiga;0
Svartbäcken - Fyrishov;Valdeltagande;844
Tuna backar - Östra Tuna backar;Moderaterna;78
Tuna backar - Östra Tuna backar;Arbetarepartiet-Socialdemokraterna;339
Tuna backar - Östra Tuna backar;Liberalerna (tidigare Folkpartiet);33
Tuna backar - Östra Tuna backar;Centerpartiet;31
Tuna backar - Östra Tuna backar;Vänsterpartiet;130
Tuna backar - Östra Tuna backar;Miljöpartiet de gröna;61
Tuna backar - Östra Tuna backar;Kristdemokraterna;30
Tuna backar - Östra Tuna backar;Sverigedemokraterna;169
Tuna backar - Östra Tuna backar;Piratpartiet;1
Tuna backar - Östra Tuna backar;Feministiskt initiativ;2
Tuna backar - Östra Tuna backar;Socialisterna-Välfärdspartiet;2
Tuna backar - Östra Tuna backar;Nordiska motståndsrörelsen;2
Tuna backar - Östra Tuna backar;Medborgerlig Samling;4
Tuna backar - Östra Tuna backar;Alternativ för Sverige;1
Tuna backar - Östra Tuna backar;Partiet Nyans;2
Tuna backar - Östra Tuna backar;Knapptryckarna;2
Tuna backar - Östra Tuna backar;Klimatalliansen;1
Tuna backar - Östra Tuna backar;Kristna Värdepartiet;1
Tuna backar - Östra Tuna backar;MoD;1
Tuna backar - Östra Tuna backar;SKP;1
Tuna backar - Östra Tuna backar;Stram Kurs Sverige;2
Tuna backar - Östra Tuna backar;övriga anmälda partier;0
Tuna backar - Östra Tuna backar;Summa giltiga röster;893
Tuna backar - Östra Tuna backar;ej anmält deltagande;0
Tuna backar - Östra Tuna backar;blanka röster;9
Tuna backar - Östra Tuna backar;övriga ogiltiga;0
Tuna backar - Östra Tuna backar;Valdeltagande;902
Bärby hage - Tunaberg;Moderaterna;258
Bärby hage - Tunaberg;Arbetarepartiet-Socialdemokraterna;545
Bärby hage - Tunaberg;Liberalerna (tidigare Folkpartiet);82
Bärby hage - Tunaberg;Centerpartiet;109
Bärby hage - Tunaberg;Vänsterpartiet;84
Bärby hage - Tunaberg;Miljöpartiet de gröna;130
Bärby hage - Tunaberg;Kristdemokraterna;65
Bärby hage - Tunaberg;Sverigedemokraterna;179
Bärby hage - Tunaberg;Enhet;1
Bärby hage - Tunaberg;Piratpartiet;5
Bärby hage - Tunaberg;Feministiskt initiativ;1
Bärby hage - Tunaberg;Socialisterna-Välfärdspartiet;1
Bärby hage - Tunaberg;Medborgerlig Samling;2
Bärby hage - Tunaberg;Alternativ för Sverige;5
Bärby hage - Tunaberg;Partiet Vändpunkt;1
Bärby hage - Tunaberg;Knapptryckarna;1
Bärby hage - Tunaberg;Basinkomstpartiet;2
Bärby hage - Tunaberg;Kristna Värdepartiet;1
Bärby hage - Tunaberg;MoD;1
Bärby hage - Tunaberg;SKP;1
Bärby hage - Tunaberg;övriga anmälda partier;0
Bärby hage - Tunaberg;Summa giltiga röster;1474
Bärby hage - Tunaberg;ej anmält deltagande;0
Bärby hage - Tunaberg;blanka röster;18
Bärby hage - Tunaberg;övriga ogiltiga;0
Bärby hage - Tunaberg;Valdeltagande;1492
Svartbäcken norra;Moderaterna;248
Svartbäcken norra;Arbetarepartiet-Socialdemokraterna;457
Svartbäcken norra;Liberalerna (tidigare Folkpartiet);98
Svartbäcken norra;Centerpartiet;116
Svartbäcken norra;Vänsterpartiet;119
Svartbäcken norra;Miljöpartiet de gröna;152
Svartbäcken norra;Kristdemokraterna;80
Svartbäcken norra;Sverigedemokraterna;157
Svartbäcken norra;Piratpartiet;2
Svartbäcken norra;Socialisterna-Välfärdspartiet;1
Svartbäcken norra;Landsbygdspartiet Oberoende;2
Svartbäcken norra;Direktdemokraterna;2
Svartbäcken norra;Medborgerlig Samling;3
Svartbäcken norra;Alternativ för Sverige;1
Svartbäcken norra;Basinkomstpartiet;1
Svartbäcken norra;SKP;2
Svartbäcken norra;övriga anmälda partier;0
Svartbäcken norra;Summa giltiga röster;1441
Svartbäcken norra;ej anmält deltagande;1
Svartbäcken norra;blanka röster;6
Svartbäcken norra;övriga ogiltiga;0
Svartbäcken norra;Valdeltagande;1448
Kapellgärdet - Tornet;Moderaterna;314
Kapellgärdet - Tornet;Arbetarepartiet-Socialdemokraterna;392
Kapellgärdet - Tornet;Liberalerna (tidigare Folkpartiet);80
Kapellgärdet - Tornet;Centerpartiet;91
Kapellgärdet - Tornet;Vänsterpartiet;86
Kapellgärdet - Tornet;Miljöpartiet de gröna;63
Kapellgärdet - Tornet;Kristdemokraterna;51
Kapellgärdet - Tornet;Sverigedemokraterna;132
Kapellgärdet - Tornet;Piratpartiet;3
Kapellgärdet - Tornet;Socialisterna-Välfärdspartiet;1
Kapellgärdet - Tornet;Alternativ för Sverige;2
Kapellgärdet - Tornet;Partiet Nyans;1
Kapellgärdet - Tornet;Kristna Värdepartiet;1
Kapellgärdet - Tornet;SKP;1
Kapellgärdet - Tornet;övriga anmälda partier;0
Kapellgärdet - Tornet;Summa giltiga röster;1218
Kapellgärdet - Tornet;ej anmält deltagande;0
Kapellgärdet - Tornet;blanka röster;15
Kapellgärdet - Tornet;övriga ogiltiga;3
Kapellgärdet - Tornet;Valdeltagande;1236
Kapellgärdet norra;Moderaterna;302
Kapellgärdet norra;Arbetarepartiet-Socialdemokraterna;439
Kapellgärdet norra;Liberalerna (tidigare Folkpartiet);71
Kapellgärdet norra;Centerpartiet;99
Kapellgärdet norra;Vänsterpartiet;82
Kapellgärdet norra;Miljöpartiet de gröna;92
Kapellgärdet norra;Kristdemokraterna;62
Kapellgärdet norra;Sverigedemokraterna;151
Kapellgärdet norra;Piratpartiet;3
Kapellgärdet norra;Socialisterna-Välfärdspartiet;2
Kapellgärdet norra;Direktdemokraterna;1
Kapellgärdet norra;Medborgerlig Samling;3
Kapellgärdet norra;Alternativ för Sverige;1
Kapellgärdet norra;Basinkomstpartiet;2
Kapellgärdet norra;Klimatalliansen;1
Kapellgärdet norra;SKP;2
Kapellgärdet norra;övriga anmälda partier;0
Kapellgärdet norra;Summa giltiga röster;1313
Kapellgärdet norra;ej anmält deltagande;0
Kapellgärdet norra;blanka röster;3
Kapellgärdet norra;övriga ogiltiga;1
Kapellgärdet norra;Valdeltagande;1317
Kapellgärdet - Djäknegatan;Moderaterna;86
Kapellgärdet - Djäknegatan;Arbetarepartiet-Socialdemokraterna;189
Kapellgärdet - Djäknegatan;Liberalerna (tidigare Folkpartiet);40
Kapellgärdet - Djäknegatan;Centerpartiet;53
