Valdistriktnamn;Parti;Röster
Lövstalöt;Sverigedemokraterna;234
Lövstalöt;Feministiskt initiativ;1
Lövstalöt;Medborgerlig Samling;4
Lövstalöt;Alternativ för Sverige;1
Lövstalöt;Kristna Värdepartiet;2
Lövstalöt;MoD;1
Lövstalöt;övriga anmälda partier;0
Lövstalöt;Summa giltiga röster;1252
Lövstalöt;ej anmält deltagande;0
Lövstalöt;blanka röster;8
Lövstalöt;övriga ogiltiga;1
Lövstalöt;Valdeltagande;1261
Jumkil - Åkerby;Moderaterna;168
Jumkil - Åkerby;Arbetarepartiet-Socialdemokraterna;225
Jumkil - Åkerby;Liberalerna (tidigare Folkpartiet);35
Jumkil - Åkerby;Centerpartiet;38
Jumkil - Åkerby;Vänsterpartiet;32
Jumkil - Åkerby;Miljöpartiet de gröna;39
Jumkil - Åkerby;Kristdemokraterna;82
Jumkil - Åkerby;Sverigedemokraterna;242
Jumkil - Åkerby;Piratpartiet;2
Jumkil - Åkerby;Socialisterna-Välfärdspartiet;1
Jumkil - Åkerby;Landsbygdspartiet Oberoende;3
Jumkil - Åkerby;Knapptryckarna;2
Jumkil - Åkerby;Kristna Värdepartiet;1
Jumkil - Åkerby;övriga anmälda partier;0
Jumkil - Åkerby;Summa giltiga röster;870
Jumkil - Åkerby;ej anmält deltagande;0
Jumkil - Åkerby;blanka röster;6
Jumkil - Åkerby;övriga ogiltiga;0
Jumkil - Åkerby;Valdeltagande;876
Bälinge västra tätort;Moderaterna;269
Bälinge västra tätort;Arbetarepartiet-Socialdemokraterna;338
Bälinge västra tätort;Liberalerna (tidigare Folkpartiet);66
Bälinge västra tätort;Centerpartiet;55
Bälinge västra tätort;Vänsterpartiet;43
Bälinge västra tätort;Miljöpartiet de gröna;43
Bälinge västra tätort;Kristdemokraterna;56
Bälinge västra tätort;Sverigedemokraterna;190
Bälinge västra tätort;Piratpartiet;1
Bälinge västra tätort;Medborgerlig Samling;2
Bälinge västra tätort;Alternativ för Sverige;4
Bälinge västra tätort;övriga anmälda partier;0
Bälinge västra tätort;Summa giltiga röster;1067
Bälinge västra tätort;ej anmält deltagande;0
Bälinge västra tätort;blanka röster;8
Bälinge västra tätort;övriga ogiltiga;1
Bälinge västra tätort;Valdeltagande;1076
Bälinge glesbygd och östra tätort;Moderaterna;201
Bälinge glesbygd och östra tätort;Arbetarepartiet-Socialdemokraterna;279
Bälinge glesbygd och östra tätort;Liberalerna (tidigare Folkpartiet);45
Bälinge glesbygd och östra tätort;Centerpartiet;58
Bälinge glesbygd och östra tätort;Vänsterpartiet;26
Bälinge glesbygd och östra tätort;Miljöpartiet de gröna;37
Bälinge glesbygd och östra tätort;Kristdemokraterna;49
Bälinge glesbygd och östra tätort;Sverigedemokraterna;133
Bälinge glesbygd och östra tätort;Socialisterna-Välfärdspartiet;1
Bälinge glesbygd och östra tätort;Landsbygdspartiet Oberoende;3
Bälinge glesbygd och östra tätort;Medborgerlig Samling;3
Bälinge glesbygd och östra tätort;Partiet Nyans;2
Bälinge glesbygd och östra tätort;Knapptryckarna;3
Bälinge glesbygd och östra tätort;övriga anmälda partier;0
Bälinge glesbygd och östra tätort;Summa giltiga röster;840
Bälinge glesbygd och östra tätort;ej anmält deltagande;0
Bälinge glesbygd och östra tätort;blanka röster;6
Bälinge glesbygd och östra tätort;övriga ogiltiga;0
Bälinge glesbygd och östra tätort;Valdeltagande;846
Skuttunge;Moderaterna;144
Skuttunge;Arbetarepartiet-Socialdemokraterna;164
Skuttunge;Liberalerna (tidigare Folkpartiet);25
Skuttunge;Centerpartiet;61
Skuttunge;Vänsterpartiet;13
Skuttunge;Miljöpartiet de gröna;25
Skuttunge;Kristdemokraterna;47
Skuttunge;Sverigedemokraterna;184
Skuttunge;Piratpartiet;1
Skuttunge;Feministiskt initiativ;1
Skuttunge;Landsbygdspartiet Oberoende;4
Skuttunge;Nordiska motståndsrörelsen;1
Skuttunge;Kristna Värdepartiet;2
Skuttunge;övriga anmälda partier;0
Skuttunge;Summa giltiga röster;672
Skuttunge;ej anmält deltagande;0
Skuttunge;blanka röster;3
Skuttunge;övriga ogiltiga;0
Skuttunge;Valdeltagande;675
Åkerlänna;Moderaterna;83
Åkerlänna;Arbetarepartiet-Socialdemokraterna;127
Åkerlänna;Liberalerna (tidigare Folkpartiet);18
Åkerlänna;Centerpartiet;38
Åkerlänna;Vänsterpartiet;20
Åkerlänna;Miljöpartiet de gröna;26
Åkerlänna;Kristdemokraterna;44
Åkerlänna;Sverigedemokraterna;212
Åkerlänna;Piratpartiet;1
Åkerlänna;Feministiskt initiativ;1
Åkerlänna;Klassiskt liberala partiet;1
Åkerlänna;Landsbygdspartiet Oberoende;1
Åkerlänna;Alternativ för Sverige;3
Åkerlänna;Knapptryckarna;1
Åkerlänna;SKP;1
Åkerlänna;övriga anmälda partier;0
Åkerlänna;Summa giltiga röster;577
Åkerlänna;ej anmält deltagande;0
Åkerlänna;blanka röster;4
Åkerlänna;övriga ogiltiga;0
Åkerlänna;Valdeltagande;581
Lindbacken;Moderaterna;306
Lindbacken;Arbetarepartiet-Socialdemokraterna;336
Lindbacken;Liberalerna (tidigare Folkpartiet);74
Lindbacken;Centerpartiet;84
Lindbacken;Vänsterpartiet;87
Lindbacken;Miljöpartiet de gröna;73
Lindbacken;Kristdemokraterna;67
Lindbacken;Sverigedemokraterna;115
Lindbacken;Alternativ för Sverige;2
Lindbacken;Partiet Vändpunkt;2
Lindbacken;Partiet Nyans;4
Lindbacken;övriga anmälda partier;0
Lindbacken;Summa giltiga röster;1150
Lindbacken;ej anmält deltagande;0
Lindbacken;blanka röster;3
Lindbacken;övriga ogiltiga;3
Lindbacken;Valdeltagande;1156
Vaksala - Jälla - Skölsta;Moderaterna;236
Vaksala - Jälla - Skölsta;Arbetarepartiet-Socialdemokraterna;218
Vaksala - Jälla - Skölsta;Liberalerna (tidigare Folkpartiet);51
Vaksala - Jälla - Skölsta;Centerpartiet;96
Vaksala - Jälla - Skölsta;Vänsterpartiet;46
Vaksala - Jälla - Skölsta;Miljöpartiet de gröna;57
Vaksala - Jälla - Skölsta;Kristdemokraterna;85
Vaksala - Jälla - Skölsta;Sverigedemokraterna;200
Vaksala - Jälla - Skölsta;Piratpartiet;2
Vaksala - Jälla - Skölsta;Medborgerlig Samling;3
Vaksala - Jälla - Skölsta;Partiet Nyans;3
Vaksala - Jälla - Skölsta;Kristna Värdepartiet;1
Vaksala - Jälla - Skölsta;SKP;1
Vaksala - Jälla - Skölsta;övriga anmälda partier;0
Vaksala - Jälla - Skölsta;Summa giltiga röster;999
Vaksala - Jälla - Skölsta;ej anmält deltagande;0
Vaksala - Jälla - Skölsta;blanka röster;7
Vaksala - Jälla - Skölsta;övriga ogiltiga;0
Vaksala - Jälla - Skölsta;Valdeltagande;1006
Södra Rasbobygden;Moderaterna;145
Södra Rasbobygden;Arbetarepartiet-Socialdemokraterna;158
Södra Rasbobygden;Liberalerna (tidigare Folkpartiet);21
Södra Rasbobygden;Centerpartiet;58
Södra Rasbobygden;Vänsterpartiet;32
Södra Rasbobygden;Miljöpartiet de gröna;47
Södra Rasbobygden;Kristdemokraterna;90
Södra Rasbobygden;Sverigedemokraterna;205
Södra Rasbobygden;Piratpartiet;4
Södra Rasbobygden;Socialisterna-Välfärdspartiet;1
Södra Rasbobygden;Landsbygdspartiet Oberoende;3
Södra Rasbobygden;Medborgerlig Samling;4
Södra Rasbobygden;Alternativ för Sverige;1
Södra Rasbobygden;Kristna Värdepartiet;1
Södra Rasbobygden;MoD;3
Södra Rasbobygden;övriga anmälda partier;0
Södra Rasbobygden;Summa giltiga röster;773
Södra Rasbobygden;ej anmält deltagande;0
Södra Rasbobygden;blanka röster;6
Södra Rasbobygden;övriga ogiltiga;0
Södra Rasbobygden;Valdeltagande;779
Gåvsta;Moderaterna;192
Gåvsta;Arbetarepartiet-Socialdemokraterna;226
Gåvsta;Liberalerna (tidigare Folkpartiet);32
Gåvsta;Centerpartiet;48
Gåvsta;Vänsterpartiet;20
Gåvsta;Miljöpartiet de gröna;29
Gåvsta;Kristdemokraterna;71
Gåvsta;Sverigedemokraterna;222
Gåvsta;Piratpartiet;1
Gåvsta;Feministiskt initiativ;1
Gåvsta;Landsbygdspartiet Oberoende;3
Gåvsta;Nordiska motståndsrörelsen;1
Gåvsta;Medborgerlig Samling;1
Gåvsta;Alternativ för Sverige;1
Gåvsta;Partiet Nyans;3
Gåvsta;Knapptryckarna;1
Gåvsta;MoD;1
Gåvsta;övriga anmälda partier;0
Gåvsta;Summa giltiga röster;853
Gåvsta;ej anmält deltagande;0
Gåvsta;blanka röster;8
Gåvsta;övriga ogiltiga;0
Gåvsta;Valdeltagande;861
Rasbokil;Moderaterna;103
Rasbokil;Arbetarepartiet-Socialdemokraterna;107
Rasbokil;Liberalerna (tidigare Folkpartiet);15
Rasbokil;Centerpartiet;45
Rasbokil;Vänsterpartiet;22
Rasbokil;Miljöpartiet de gröna;27
Rasbokil;Kristdemokraterna;42
Rasbokil;Sverigedemokraterna;181
Rasbokil;Enhet;1
Rasbokil;Landsbygdspartiet Oberoende;3
Rasbokil;Direktdemokraterna;1
Rasbokil;Medborgerlig Samling;2
Rasbokil;Knapptryckarna;2
Rasbokil;övriga anmälda partier;0
Rasbokil;Summa giltiga röster;551
Rasbokil;ej anmält deltagande;0
Rasbokil;blanka röster;7
Rasbokil;övriga ogiltiga;0
Rasbokil;Valdeltagande;558
Stavby;Moderaterna;123
Stavby;Arbetarepartiet-Socialdemokraterna;134
Stavby;Liberalerna (tidigare Folkpartiet);17
Stavby;Centerpartiet;39
Stavby;Vänsterpartiet;23
Stavby;Miljöpartiet de gröna;26
Stavby;Kristdemokraterna;55
Stavby;Sverigedemokraterna;147
Stavby;Feministiskt initiativ;1
Stavby;Medborgerlig Samling;3
Stavby;övriga anmälda partier;0
Stavby;Summa giltiga röster;568
Stavby;ej anmält deltagande;1
Stavby;blanka röster;8
Stavby;övriga ogiltiga;1
Stavby;Valdeltagande;578
Tuna;Moderaterna;103
Tuna;Arbetarepartiet-Socialdemokraterna;153
Tuna;Liberalerna (tidigare Folkpartiet);22
Tuna;Centerpartiet;39
Tuna;Vänsterpartiet;31
Tuna;Miljöpartiet de gröna;30
Tuna;Kristdemokraterna;86
Tuna;Sverigedemokraterna;177
Tuna;Landsbygdspartiet Oberoende;1
Tuna;MoD;3
Tuna;övriga anmälda partier;0
Tuna;Summa giltiga röster;645
Tuna;ej anmält deltagande;0
Tuna;blanka röster;12
Tuna;övriga ogiltiga;0
Tuna;Valdeltagande;657
Danmark;Moderaterna;181
Danmark;Arbetarepartiet-Socialdemokraterna;149
Danmark;Liberalerna (tidigare Folkpartiet);37
Danmark;Centerpartiet;64
Danmark;Vänsterpartiet;20
Danmark;Miljöpartiet de gröna;24
Danmark;Kristdemokraterna;87
Danmark;Sverigedemokraterna;141
Danmark;Landsbygdspartiet Oberoende;1
Danmark;Nordiska motståndsrörelsen;2
Danmark;Medborgerlig Samling;4
Danmark;Alternativ för Sverige;1
Danmark;Partiet Vändpunkt;2
Danmark;Basinkomstpartiet;1
Danmark;Kalle ankapartiet;1
Danmark;övriga anmälda partier;0
Danmark;Summa giltiga röster;715
Danmark;ej anmält deltagande;0
Danmark;blanka röster;2
Danmark;övriga ogiltiga;0
Danmark;Valdeltagande;717
Gunsta tätort;Moderaterna;162
Gunsta tätort;Arbetarepartiet-Socialdemokraterna;192
Gunsta tätort;Liberalerna (tidigare Folkpartiet);39
Gunsta tätort;Centerpartiet;61
Gunsta tätort;Vänsterpartiet;45
Gunsta tätort;Miljöpartiet de gröna;44
Gunsta tätort;Kristdemokraterna;109
Gunsta tätort;Sverigedemokraterna;131
Gunsta tätort;Enhet;2
Gunsta tätort;Piratpartiet;2
Gunsta tätort;Landsbygdspartiet Oberoende;1
Gunsta tätort;Medborgerlig Samling;2
Gunsta tätort;Alternativ för Sverige;4
Gunsta tätort;Kristna Värdepartiet;3
Gunsta tätort;SKP;1
Gunsta tätort;övriga anmälda partier;0
Gunsta tätort;Summa giltiga röster;798
Gunsta tätort;ej anmält deltagande;0
Gunsta tätort;blanka röster;8
Gunsta tätort;övriga ogiltiga;0
Gunsta tätort;Valdeltagande;806
Funbo - Marielund;Moderaterna;198
Funbo - Marielund;Arbetarepartiet-Socialdemokraterna;237
Funbo - Marielund;Liberalerna (tidigare Folkpartiet);45
Funbo - Marielund;Centerpartiet;80
Funbo - Marielund;Vänsterpartiet;46
Funbo - Marielund;Miljöpartiet de gröna;98
Funbo - Marielund;Kristdemokraterna;133
Funbo - Marielund;Sverigedemokraterna;176
Funbo - Marielund;Piratpartiet;1
Funbo - Marielund;Landsbygdspartiet Oberoende;1
Funbo - Marielund;Direktdemokraterna;3
Funbo - Marielund;Medborgerlig Samling;2
Funbo - Marielund;Alternativ för Sverige;1
Funbo - Marielund;Partiet Nyans;1
Funbo - Marielund;Kristna Värdepartiet;3
Funbo - Marielund;MoD;1
Funbo - Marielund;övriga anmälda partier;0
Funbo - Marielund;Summa giltiga röster;1026
Funbo - Marielund;ej anmält deltagande;0
Funbo - Marielund;blanka röster;9
Funbo - Marielund;övriga ogiltiga;0
Funbo - Marielund;Valdeltagande;1035
Länna;Moderaterna;117
Länna;Arbetarepartiet-Socialdemokraterna;158
Länna;Liberalerna (tidigare Folkpartiet);42
Länna;Centerpartiet;39
Länna;Vänsterpartiet;39
Länna;Miljöpartiet de gröna;43
Länna;Kristdemokraterna;54
Länna;Sverigedemokraterna;146
Länna;Piratpartiet;1
Länna;Landsbygdspartiet Oberoende;4
Länna;Medborgerlig Samling;2
Länna;Svenska Rikslagen;1
Länna;övriga anmälda partier;0
Länna;Summa giltiga röster;646
Länna;ej anmält deltagande;0
Länna;blanka röster;3
Länna;övriga ogiltiga;0
Länna;Valdeltagande;649
Almunge;Moderaterna;225
Almunge;Arbetarepartiet-Socialdemokraterna;316
Almunge;Liberalerna (tidigare Folkpartiet);43
Almunge;Centerpartiet;66
Almunge;Vänsterpartiet;42
Almunge;Miljöpartiet de gröna;61
Almunge;Kristdemokraterna;99
Almunge;Sverigedemokraterna;378
Almunge;Piratpartiet;1
Almunge;Socialisterna-Välfärdspartiet;2
Almunge;Landsbygdspartiet Oberoende;8
Almunge;Medborgerlig Samling;1
Almunge;Alternativ för Sverige;6
Almunge;Partiet Vändpunkt;1
Almunge;Knapptryckarna;1
Almunge;Valsamverkanspartiet;1
Almunge;Klimatalliansen;1
Almunge;Kalle ankapartiet;1
Almunge;SKP;1
Almunge;övriga anmälda partier;0
Almunge;Summa giltiga röster;1254
Almunge;ej anmält deltagande;1
Almunge;blanka röster;12
Almunge;övriga ogiltiga;0
Almunge;Valdeltagande;1267
Faringe - Bladåker;Moderaterna;81
Faringe - Bladåker;Arbetarepartiet-Socialdemokraterna;90
Faringe - Bladåker;Liberalerna (tidigare Folkpartiet);17
Faringe - Bladåker;Centerpartiet;27
Faringe - Bladåker;Vänsterpartiet;11
Faringe - Bladåker;Miljöpartiet de gröna;16
Faringe - Bladåker;Kristdemokraterna;35
Faringe - Bladåker;Sverigedemokraterna;151
Faringe - Bladåker;Piratpartiet;1
Faringe - Bladåker;Landsbygdspartiet Oberoende;8
Faringe - Bladåker;Medborgerlig Samling;4
Faringe - Bladåker;Alternativ för Sverige;4
Faringe - Bladåker;MoD;1
Faringe - Bladåker;övriga anmälda partier;0
Faringe - Bladåker;Summa giltiga röster;446
Faringe - Bladåker;ej anmält deltagande;0
Faringe - Bladåker;blanka röster;3
Faringe - Bladåker;övriga ogiltiga;0
Faringe - Bladåker;Valdeltagande;449
Knutby;Moderaterna;209
Knutby;Arbetarepartiet-Socialdemokraterna;225
Knutby;Liberalerna (tidigare Folkpartiet);30
Knutby;Centerpartiet;42
Knutby;Vänsterpartiet;41
Knutby;Miljöpartiet de gröna;27
Knutby;Kristdemokraterna;71
Knutby;Sverigedemokraterna;270
Knutby;Piratpartiet;1
Knutby;Landsbygdspartiet Oberoende;15
Knutby;Medborgerlig Samling;4
Knutby;Alternativ för Sverige;3
Knutby;Knapptryckarna;3
Knutby;Kristna Värdepartiet;1
Knutby;övriga anmälda partier;0
Knutby;Summa giltiga röster;942
Knutby;ej anmält deltagande;0
Knutby;blanka röster;7
Knutby;övriga ogiltiga;2
Knutby;Valdeltagande;951
Vreta Ytternäs - Bodarna Uppsala Näs;Moderaterna;218
Vreta Ytternäs - Bodarna Uppsala Näs;Arbetarepartiet-Socialdemokraterna;116
Vreta Ytternäs - Bodarna Uppsala Näs;Liberalerna (tidigare Folkpartiet);56
Vreta Ytternäs - Bodarna Uppsala Näs;Centerpartiet;74
Vreta Ytternäs - Bodarna Uppsala Näs;Vänsterpartiet;18
Vreta Ytternäs - Bodarna Uppsala Näs;Miljöpartiet de gröna;71
Vreta Ytternäs - Bodarna Uppsala Näs;Kristdemokraterna;49
Vreta Ytternäs - Bodarna Uppsala Näs;Sverigedemokraterna;82
Vreta Ytternäs - Bodarna Uppsala Näs;Piratpartiet;1
Vreta Ytternäs - Bodarna Uppsala Näs;Direktdemokraterna;2
Vreta Ytternäs - Bodarna Uppsala Näs;Klimatalliansen;2
Vreta Ytternäs - Bodarna Uppsala Näs;MoD;2
Vreta Ytternäs - Bodarna Uppsala Näs;övriga anmälda partier;0
Vreta Ytternäs - Bodarna Uppsala Näs;Summa giltiga röster;691
Vreta Ytternäs - Bodarna Uppsala Näs;ej anmält deltagande;0
Vreta Ytternäs - Bodarna Uppsala Näs;blanka röster;4
Vreta Ytternäs - Bodarna Uppsala Näs;övriga ogiltiga;0
Vreta Ytternäs - Bodarna Uppsala Näs;Valdeltagande;695
Dalby - Uppsala Näs - Västeråker;Moderaterna;228
Dalby - Uppsala Näs - Västeråker;Arbetarepartiet-Socialdemokraterna;240
Dalby - Uppsala Näs - Västeråker;Liberalerna (tidigare Folkpartiet);46
Dalby - Uppsala Näs - Västeråker;Centerpartiet;114
Dalby - Uppsala Näs - Västeråker;Vänsterpartiet;54
Dalby - Uppsala Näs - Västeråker;Miljöpartiet de gröna;118
Dalby - Uppsala Näs - Västeråker;Kristdemokraterna;92
Dalby - Uppsala Näs - Västeråker;Sverigedemokraterna;208
Dalby - Uppsala Näs - Västeråker;Piratpartiet;1
Dalby - Uppsala Näs - Västeråker;Feministiskt initiativ;1
Dalby - Uppsala Näs - Västeråker;Medborgerlig Samling;3
Dalby - Uppsala Näs - Västeråker;Alternativ för Sverige;3
Dalby - Uppsala Näs - Västeråker;Partiet Nyans;2
Dalby - Uppsala Näs - Västeråker;Knapptryckarna;1
Dalby - Uppsala Näs - Västeråker;Basinkomstpartiet;2
Dalby - Uppsala Näs - Västeråker;Kristna Värdepartiet;2
Dalby - Uppsala Näs - Västeråker;övriga anmälda partier;0
Dalby - Uppsala Näs - Västeråker;Summa giltiga röster;1115
Dalby - Uppsala Näs - Västeråker;ej anmält deltagande;0
Dalby - Uppsala Näs - Västeråker;blanka röster;8
Dalby - Uppsala Näs - Västeråker;övriga ogiltiga;1
Dalby - Uppsala Näs - Västeråker;Valdeltagande;1124
Balingsta - Ramsta - Hagby;Moderaterna;217
Balingsta - Ramsta - Hagby;Arbetarepartiet-Socialdemokraterna;255
Balingsta - Ramsta - Hagby;Liberalerna (tidigare Folkpartiet);31
Balingsta - Ramsta - Hagby;Centerpartiet;99
Balingsta - Ramsta - Hagby;Vänsterpartiet;57
Balingsta - Ramsta - Hagby;Miljöpartiet de gröna;66
Balingsta - Ramsta - Hagby;Kristdemokraterna;82
Balingsta - Ramsta - Hagby;Sverigedemokraterna;207
Balingsta - Ramsta - Hagby;Piratpartiet;1
Balingsta - Ramsta - Hagby;Socialisterna-Välfärdspartiet;1
Balingsta - Ramsta - Hagby;Landsbygdspartiet Oberoende;3
Balingsta - Ramsta - Hagby;Direktdemokraterna;1
Balingsta - Ramsta - Hagby;Medborgerlig Samling;2
Balingsta - Ramsta - Hagby;Partiet Nyans;3
Balingsta - Ramsta - Hagby;Knapptryckarna;1
Balingsta - Ramsta - Hagby;Partiet Frihet;1
Balingsta - Ramsta - Hagby;övriga anmälda partier;0
Balingsta - Ramsta - Hagby;Summa giltiga röster;1027
Balingsta - Ramsta - Hagby;ej anmält deltagande;0
Balingsta - Ramsta - Hagby;blanka röster;8
Balingsta - Ramsta - Hagby;övriga ogiltiga;0
Balingsta - Ramsta - Hagby;Valdeltagande;1035
Vänge tätort;Moderaterna;130
Vänge tätort;Arbetarepartiet-Socialdemokraterna;264
Vänge tätort;Liberalerna (tidigare Folkpartiet);44
Vänge tätort;Centerpartiet;48
Vänge tätort;Vänsterpartiet;58
Vänge tätort;Miljöpartiet de gröna;47
Vänge tätort;Kristdemokraterna;47
Vänge tätort;Sverigedemokraterna;121
Vänge tätort;Piratpartiet;1
Vänge tätort;Medborgerlig Samling;3
Vänge tätort;Alternativ för Sverige;1
Vänge tätort;MoD;1
Vänge tätort;SKP;1
Vänge tätort;Stram Kurs Sverige;1
Vänge tätort;övriga anmälda partier;0
Vänge tätort;Summa giltiga röster;767
Vänge tätort;ej anmält deltagande;0
Vänge tätort;blanka röster;6
Vänge tätort;övriga ogiltiga;0
Vänge tätort;Valdeltagande;773
Vängebygden;Moderaterna;175
Vängebygden;Arbetarepartiet-Socialdemokraterna;200
Vängebygden;Liberalerna (tidigare Folkpartiet);32
Vängebygden;Centerpartiet;70
Vängebygden;Vänsterpartiet;45
Vängebygden;Miljöpartiet de gröna;59
Vängebygden;Kristdemokraterna;60
Vängebygden;Sverigedemokraterna;186
Vängebygden;Piratpartiet;1
Vängebygden;Feministiskt initiativ;1
Vängebygden;Medborgerlig Samling;2
Vängebygden;Alternativ för Sverige;1
Vängebygden;Partiet Nyans;4
Vängebygden;SKP;1
Vängebygden;övriga anmälda partier;0
Vängebygden;Summa giltiga röster;837
Vängebygden;ej anmält deltagande;0
Vängebygden;blanka röster;7
Vängebygden;övriga ogiltiga;0
Vängebygden;Valdeltagande;844
Åland - Skogstibble;Moderaterna;116
Åland - Skogstibble;Arbetarepartiet-Socialdemokraterna;169
Åland - Skogstibble;Liberalerna (tidigare Folkpartiet);17
Åland - Skogstibble;Centerpartiet;36
Åland - Skogstibble;Vänsterpartiet;34
Åland - Skogstibble;Miljöpartiet de gröna;44
Åland - Skogstibble;Kristdemokraterna;60
Åland - Skogstibble;Sverigedemokraterna;186
Åland - Skogstibble;Landsbygdspartiet Oberoende;1
Åland - Skogstibble;Medborgerlig Samling;3
Åland - Skogstibble;övriga anmälda partier;0
Åland - Skogstibble;Summa giltiga röster;666
Åland - Skogstibble;ej anmält deltagande;1
Åland - Skogstibble;blanka röster;5
Åland - Skogstibble;övriga ogiltiga;2
Åland - Skogstibble;Valdeltagande;674
Järlåsa;Moderaterna;131
Järlåsa;Arbetarepartiet-Socialdemokraterna;227
Järlåsa;Liberalerna (tidigare Folkpartiet);18
Järlåsa;Centerpartiet;35
Järlåsa;Vänsterpartiet;33
Järlåsa;Miljöpartiet de gröna;30
Järlåsa;Kristdemokraterna;63
Järlåsa;Sverigedemokraterna;251
Järlåsa;Piratpartiet;1
Järlåsa;Landsbygdspartiet Oberoende;4
Järlåsa;Medborgerlig Samling;4
Järlåsa;Alternativ för Sverige;3
Järlåsa;Partiet Nyans;10
Järlåsa;Knapptryckarna;3
Järlåsa;övriga anmälda partier;0
Järlåsa;Summa giltiga röster;813
Järlåsa;ej anmält deltagande;0
Järlåsa;blanka röster;3
Järlåsa;övriga ogiltiga;1
Järlåsa;Valdeltagande;817
Knivsta - Lagga - Östuna;Moderaterna;262
Knivsta - Lagga - Östuna;Arbetarepartiet-Socialdemokraterna;257
Knivsta - Lagga - Östuna;Liberalerna (tidigare Folkpartiet);49
Knivsta - Lagga - Östuna;Centerpartiet;89
Knivsta - Lagga - Östuna;Vänsterpartiet;45
Knivsta - Lagga - Östuna;Miljöpartiet de gröna;53
Knivsta - Lagga - Östuna;Kristdemokraterna;133
Knivsta - Lagga - Östuna;Sverigedemokraterna;279
Knivsta - Lagga - Östuna;Feministiskt initiativ;1
Knivsta - Lagga - Östuna;Landsbygdspartiet Oberoende;1
Knivsta - Lagga - Östuna;Medborgerlig Samling;1
Knivsta - Lagga - Östuna;Partiet Vändpunkt;1
Knivsta - Lagga - Östuna;Knapptryckarna;2
Knivsta - Lagga - Östuna;Kristna Värdepartiet;1
Knivsta - Lagga - Östuna;MoD;1
Knivsta - Lagga - Östuna;övriga anmälda partier;0
Knivsta - Lagga - Östuna;Summa giltiga röster;1175
Knivsta - Lagga - Östuna;ej anmält deltagande;0
Knivsta - Lagga - Östuna;blanka röster;7
Knivsta - Lagga - Östuna;övriga ogiltiga;0
Knivsta - Lagga - Östuna;Valdeltagande;1182
Knivsta - Vassunda;Moderaterna;217
Knivsta - Vassunda;Arbetarepartiet-Socialdemokraterna;199
Knivsta - Vassunda;Liberalerna (tidigare Folkpartiet);53
Knivsta - Vassunda;Centerpartiet;83
Knivsta - Vassunda;Vänsterpartiet;29
Knivsta - Vassunda;Miljöpartiet de gröna;77
Knivsta - Vassunda;Kristdemokraterna;80
Knivsta - Vassunda;Sverigedemokraterna;205
Knivsta - Vassunda;Enhet;1
Knivsta - Vassunda;Piratpartiet;2
Knivsta - Vassunda;Feministiskt initiativ;1
Knivsta - Vassunda;Medborgerlig Samling;5
Knivsta - Vassunda;Alternativ för Sverige;2
Knivsta - Vassunda;Kristna Värdepartiet;3
Knivsta - Vassunda;MoD;1
Knivsta - Vassunda;övriga anmälda partier;0
Knivsta - Vassunda;Summa giltiga röster;958
Knivsta - Vassunda;ej anmält deltagande;0
Knivsta - Vassunda;blanka röster;1
Knivsta - Vassunda;övriga ogiltiga;1
Knivsta - Vassunda;Valdeltagande;960
Knivsta - Norra Alsike;Moderaterna;203
Knivsta - Norra Alsike;Arbetarepartiet-Socialdemokraterna;215
Knivsta - Norra Alsike;Liberalerna (tidigare Folkpartiet);40
Knivsta - Norra Alsike;Centerpartiet;70
Knivsta - Norra Alsike;Vänsterpartiet;44
Knivsta - Norra Alsike;Miljöpartiet de gröna;51
Knivsta - Norra Alsike;Kristdemokraterna;84
Knivsta - Norra Alsike;Sverigedemokraterna;181
Knivsta - Norra Alsike;Piratpartiet;2
Knivsta - Norra Alsike;Feministiskt initiativ;1
Knivsta - Norra Alsike;Medborgerlig Samling;2
Knivsta - Norra Alsike;Alternativ för Sverige;6
Knivsta - Norra Alsike;Kristna Värdepartiet;1
Knivsta - Norra Alsike;MoD;1
Knivsta - Norra Alsike;SKP;1
Knivsta - Norra Alsike;övriga anmälda partier;0
Knivsta - Norra Alsike;Summa giltiga röster;902
Knivsta - Norra Alsike;ej anmält deltagande;0
Knivsta - Norra Alsike;blanka röster;5
Knivsta - Norra Alsike;övriga ogiltiga;0
Knivsta - Norra Alsike;Valdeltagande;907
Knivsta - Vrå;Moderaterna;337
Knivsta - Vrå;Arbetarepartiet-Socialdemokraterna;230
Knivsta - Vrå;Liberalerna (tidigare Folkpartiet);98
Knivsta - Vrå;Centerpartiet;83
Knivsta - Vrå;Vänsterpartiet;33
Knivsta - Vrå;Miljöpartiet de gröna;49
Knivsta - Vrå;Kristdemokraterna;92
Knivsta - Vrå;Sverigedemokraterna;135
Knivsta - Vrå;Direktdemokraterna;1
Knivsta - Vrå;Medborgerlig Samling;1
Knivsta - Vrå;Alternativ för Sverige;4
Knivsta - Vrå;Knapptryckarna;1
Knivsta - Vrå;Kristna Värdepartiet;2
Knivsta - Vrå;MoD;1
Knivsta - Vrå;SKP;1
Knivsta - Vrå;övriga anmälda partier;0
Knivsta - Vrå;Summa giltiga röster;1068
Knivsta - Vrå;ej anmält deltagande;0
Knivsta - Vrå;blanka röster;4
Knivsta - Vrå;övriga ogiltiga;1
